BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,Defective
5.0,2.0,14.0,3.0,8.0,3.0,0.19,4.0,3.0,1.0,13.0,1.0,0.0,2.0,1.0,27.34,12.0,3937.05,0.11,69.0,0.08,218.72,328.09,0.33,2.0,4.0,12.0,0.14,30.0,39.0,15.0,12.0,21.0,89.47,16.0,0
7.0,1.0,7.0,0.0,10.0,4.0,0.44,4.0,1.0,0.25,13.0,3.0,0.0,2.0,5.0,10.84,18.42,3676.94,0.07,47.0,0.05,204.27,199.65,0.75,3.0,5.0,11.0,0.31,17.0,30.0,6.0,13.0,13.0,77.78,9.0,0
5.0,2.0,3.0,0.0,8.0,3.0,0.75,4.0,3.0,1.0,11.0,1.0,0.0,1.0,0.0,7.03,16.5,1914.0,0.04,29.0,0.06,106.33,116.0,0.33,2.0,4.0,10.0,0.5,11.0,18.0,4.0,12.0,6.0,75.0,4.0,0
5.0,5.0,5.0,0.0,6.0,3.0,0.5,2.0,2.0,0.67,13.0,3.0,1.0,1.0,1.0,8.75,14.3,1788.9,0.04,30.0,0.07,99.38,125.1,1.0,2.0,3.0,12.0,0.38,11.0,19.0,5.0,13.0,8.0,83.33,6.0,0
5.0,3.0,10.0,3.0,8.0,3.0,0.27,4.0,3.0,1.0,11.0,1.0,0.0,1.0,5.0,28.2,10.0,2820.26,0.09,60.0,0.1,156.68,282.03,0.33,2.0,4.0,10.0,0.14,20.0,40.0,13.0,13.0,21.0,92.86,11.0,0
9.0,6.0,21.0,3.0,14.0,5.0,0.2,6.0,4.0,0.8,21.0,4.0,0.0,4.0,2.0,39.05,17.54,12010.76,0.23,127.0,0.06,667.26,684.82,0.8,4.0,7.0,18.0,0.17,57.0,70.0,26.0,16.0,30.0,85.71,25.0,0
5.0,7.0,5.0,6.0,8.0,3.0,0.5,4.0,3.0,1.0,17.0,1.0,0.0,1.0,3.0,24.08,11.85,3379.63,0.1,60.0,0.08,187.76,285.29,0.33,2.0,4.0,16.0,0.18,22.0,38.0,13.0,14.0,17.0,91.67,6.0,0
18.0,6.0,57.0,13.0,24.0,11.0,0.17,12.0,5.0,0.45,47.0,3.0,0.0,7.0,0.0,39.35,56.37,125041.65,0.74,367.0,0.02,6946.76,2218.29,0.27,6.0,12.0,38.0,0.14,153.0,214.0,38.0,28.0,79.0,90.91,64.0,0
7.0,5.0,8.0,4.0,12.0,4.0,0.44,6.0,2.0,0.5,19.0,1.0,0.0,1.0,3.0,19.61,15.3,4590.0,0.1,60.0,0.07,255.0,300.0,0.25,3.0,6.0,17.0,0.22,27.0,33.0,15.0,17.0,18.0,92.31,9.0,0
3.0,1.0,6.0,3.0,4.0,2.0,0.29,2.0,1.0,0.5,7.0,1.0,0.0,1.0,2.0,11.44,10.71,1313.83,0.04,30.0,0.09,72.99,122.62,0.5,1.0,2.0,7.0,0.15,15.0,15.0,7.0,10.0,13.0,90.0,7.0,0
7.0,1.0,12.0,1.0,12.0,4.0,0.31,6.0,1.0,0.25,17.0,1.0,0.0,1.0,4.0,19.87,20.53,8379.04,0.14,84.0,0.05,465.5,408.07,0.25,3.0,6.0,15.0,0.21,44.0,40.0,15.0,14.0,19.0,92.86,13.0,0
35.0,15.0,57.0,10.0,54.0,19.0,0.31,24.0,8.0,0.42,84.0,8.0,0.0,5.0,4.0,31.63,42.73,57745.67,0.45,222.0,0.02,3208.09,1351.42,0.42,15.0,27.0,67.0,0.25,102.0,120.0,37.0,31.0,75.0,93.06,62.0,0
3.0,0.0,6.0,0.0,4.0,2.0,0.25,2.0,1.0,0.5,6.0,1.0,0.0,2.0,2.0,8.79,7.88,544.86,0.02,20.0,0.13,30.27,69.19,0.5,1.0,2.0,6.0,0.2,9.0,11.0,4.0,7.0,10.0,75.0,8.0,0
3.0,1.0,4.0,2.0,4.0,2.0,0.33,2.0,2.0,1.0,5.0,1.0,0.0,2.0,0.0,8.64,4.17,150.0,0.01,12.0,0.24,8.33,36.0,0.5,1.0,2.0,5.0,0.2,5.0,7.0,3.0,5.0,10.0,75.0,6.0,0
3.0,0.0,3.0,2.0,4.0,2.0,0.5,2.0,1.0,0.5,6.0,1.0,0.0,1.0,3.0,11.98,5.25,330.26,0.02,17.0,0.19,18.35,62.91,0.5,1.0,2.0,6.0,0.25,9.0,8.0,6.0,7.0,8.0,83.33,4.0,0
3.0,2.0,8.0,2.0,4.0,2.0,0.2,2.0,2.0,1.0,8.0,1.0,0.0,2.0,4.0,14.37,18.94,5158.22,0.09,63.0,0.05,286.57,272.28,0.5,1.0,2.0,8.0,0.13,31.0,32.0,9.0,11.0,16.0,83.33,10.0,0
24.0,3.0,61.0,6.0,36.0,14.0,0.2,18.0,3.0,0.21,66.0,3.0,0.0,9.0,0.0,43.29,63.72,175762.32,0.92,467.0,0.02,9764.57,2758.52,0.21,9.0,18.0,54.0,0.18,205.0,262.0,37.0,23.0,78.0,88.16,70.0,0
9.0,1.0,11.0,0.0,14.0,5.0,0.36,6.0,1.0,0.2,17.0,3.0,0.0,3.0,5.0,11.59,23.83,6580.75,0.09,65.0,0.04,365.6,276.12,0.6,4.0,7.0,14.0,0.28,22.0,43.0,6.0,13.0,18.0,78.57,14.0,0
3.0,1.0,2.0,0.0,4.0,2.0,0.67,2.0,2.0,1.0,8.0,1.0,0.0,1.0,3.0,10.24,5.6,321.21,0.02,16.0,0.18,17.85,57.36,0.5,1.0,2.0,8.0,0.33,8.0,8.0,5.0,7.0,6.0,66.67,3.0,0
11.0,2.0,21.0,1.0,20.0,6.0,0.24,10.0,3.0,0.5,27.0,5.0,0.0,4.0,2.0,13.94,25.0,8711.43,0.12,76.0,0.04,483.97,348.46,0.83,5.0,10.0,23.0,0.21,30.0,46.0,9.0,15.0,29.0,84.62,25.0,0
7.0,2.0,13.0,5.0,10.0,4.0,0.29,4.0,3.0,0.75,11.0,4.0,1.0,1.0,5.0,23.56,17.73,7408.74,0.14,86.0,0.06,411.6,417.79,1.0,3.0,5.0,9.0,0.17,38.0,48.0,15.0,14.0,23.0,94.74,14.0,0
13.0,2.0,34.0,8.0,18.0,7.0,0.2,6.0,1.0,0.14,28.0,7.0,1.0,1.0,5.0,27.18,61.56,103003.28,0.56,341.0,0.02,5722.4,1673.25,1.0,6.0,9.0,23.0,0.15,161.0,180.0,17.0,13.0,47.0,97.67,35.0,0
9.0,1.0,11.0,0.0,14.0,5.0,0.36,6.0,3.0,0.6,17.0,3.0,0.0,3.0,6.0,12.25,16.0,3135.78,0.07,47.0,0.06,174.21,195.99,0.6,4.0,7.0,14.0,0.28,16.0,31.0,6.0,12.0,18.0,78.57,14.0,0
3.0,0.0,1.0,0.0,6.0,2.0,1.0,2.0,1.0,0.5,5.0,1.0,0.0,1.0,0.0,10.3,4.0,164.84,0.01,13.0,0.25,9.16,41.21,0.5,2.0,3.0,5.0,0.5,4.0,9.0,3.0,6.0,4.0,50.0,2.0,0
3.0,4.0,3.0,0.0,4.0,2.0,0.5,2.0,2.0,1.0,8.0,1.0,0.0,1.0,2.0,15.13,7.43,834.75,0.04,26.0,0.13,46.37,112.37,0.5,1.0,2.0,8.0,0.33,8.0,18.0,7.0,13.0,6.0,75.0,4.0,0
3.0,2.0,3.0,7.0,4.0,2.0,0.5,2.0,2.0,1.0,6.0,1.0,0.0,1.0,0.0,13.11,4.8,301.96,0.02,17.0,0.21,16.78,62.91,0.5,1.0,2.0,6.0,0.15,6.0,11.0,5.0,8.0,13.0,90.91,4.0,0
7.0,2.0,7.0,0.0,10.0,4.0,0.44,4.0,2.0,0.5,14.0,3.0,0.0,2.0,6.0,13.49,15.43,3211.43,0.07,49.0,0.06,178.41,208.15,0.75,3.0,5.0,12.0,0.31,18.0,31.0,7.0,12.0,13.0,77.78,9.0,0
9.0,6.0,12.0,0.0,14.0,5.0,0.33,6.0,5.0,1.0,24.0,5.0,1.0,3.0,1.0,17.23,16.36,4614.98,0.09,60.0,0.06,256.39,282.03,1.0,4.0,7.0,21.0,0.29,24.0,36.0,11.0,15.0,17.0,80.0,15.0,0
11.0,6.0,16.0,0.0,20.0,6.0,0.32,10.0,6.0,1.0,24.0,4.0,0.0,3.0,4.0,18.13,23.33,9871.1,0.14,88.0,0.04,548.39,423.05,0.67,5.0,10.0,20.0,0.27,35.0,53.0,12.0,16.0,22.0,84.21,19.0,0
3.0,1.0,2.0,0.0,4.0,2.0,0.67,2.0,2.0,1.0,6.0,1.0,0.0,1.0,1.0,14.83,3.5,181.62,0.02,15.0,0.29,10.09,51.89,0.5,1.0,2.0,6.0,0.4,4.0,11.0,4.0,7.0,5.0,66.67,3.0,0
3.0,0.0,8.0,0.0,4.0,2.0,0.2,2.0,1.0,0.5,8.0,1.0,0.0,2.0,1.0,16.23,9.56,1485.28,0.05,38.0,0.1,82.52,155.32,0.5,1.0,2.0,8.0,0.14,17.0,21.0,8.0,9.0,14.0,80.0,10.0,0
7.0,1.0,14.0,3.0,12.0,4.0,0.24,6.0,2.0,0.5,17.0,1.0,0.0,3.0,4.0,15.1,18.6,5225.56,0.09,63.0,0.05,290.31,280.94,0.25,3.0,6.0,15.0,0.16,31.0,32.0,10.0,12.0,25.0,85.0,17.0,0
5.0,7.0,11.0,0.0,8.0,3.0,0.2,4.0,3.0,1.0,14.0,3.0,1.0,4.0,2.0,13.48,16.67,3744.39,0.07,49.0,0.06,208.02,224.66,1.0,2.0,4.0,13.0,0.18,20.0,29.0,9.0,15.0,17.0,73.33,15.0,0
3.0,1.0,5.0,0.0,4.0,2.0,0.29,2.0,2.0,1.0,7.0,1.0,0.0,2.0,3.0,7.13,13.5,1298.85,0.03,26.0,0.07,72.16,96.21,0.5,1.0,2.0,7.0,0.2,12.0,14.0,4.0,9.0,10.0,71.43,7.0,0
7.0,8.0,15.0,0.0,12.0,4.0,0.21,6.0,4.0,1.0,20.0,4.0,1.0,4.0,5.0,19.5,20.92,8538.09,0.14,84.0,0.05,474.34,408.07,1.0,3.0,6.0,18.0,0.18,34.0,50.0,13.0,16.0,22.0,78.95,19.0,0
7.0,2.0,21.0,1.0,12.0,4.0,0.16,6.0,2.0,0.5,15.0,4.0,1.0,4.0,4.0,19.5,21.43,8952.56,0.14,86.0,0.05,497.36,417.79,1.0,3.0,6.0,13.0,0.14,40.0,46.0,14.0,15.0,29.0,84.62,25.0,0
3.0,3.0,4.0,0.0,4.0,2.0,0.33,2.0,2.0,1.0,7.0,1.0,0.0,2.0,3.0,13.71,6.67,609.18,0.03,24.0,0.15,33.84,91.38,0.5,1.0,2.0,7.0,0.22,10.0,14.0,6.0,8.0,9.0,66.67,6.0,0
9.0,0.0,40.0,8.0,16.0,5.0,0.11,8.0,1.0,0.2,20.0,1.0,0.0,4.0,3.0,21.96,95.0,198185.0,0.7,455.0,0.01,11010.28,2086.15,0.2,4.0,8.0,17.0,0.09,190.0,265.0,12.0,12.0,55.0,92.31,44.0,0
3.0,1.0,2.0,0.0,4.0,2.0,0.67,2.0,2.0,1.0,6.0,1.0,0.0,1.0,3.0,7.26,6.67,322.88,0.02,14.0,0.15,17.94,48.43,0.5,1.0,2.0,6.0,0.4,5.0,9.0,3.0,8.0,5.0,66.67,3.0,0
3.0,0.0,2.0,0.0,4.0,2.0,0.67,2.0,1.0,0.5,5.0,1.0,0.0,1.0,3.0,7.65,7.5,430.2,0.02,16.0,0.13,23.9,57.36,0.5,1.0,2.0,5.0,0.29,5.0,11.0,3.0,9.0,7.0,66.67,3.0,0
15.0,2.0,21.0,0.0,28.0,8.0,0.32,14.0,5.0,0.63,32.0,8.0,1.0,4.0,3.0,9.14,26.0,6179.83,0.08,57.0,0.04,343.32,237.69,1.0,7.0,14.0,26.0,0.29,20.0,37.0,5.0,13.0,28.0,84.0,25.0,0
5.0,1.0,13.0,1.0,8.0,3.0,0.19,4.0,2.0,0.67,10.0,3.0,1.0,3.0,5.0,23.75,17.0,6864.9,0.13,84.0,0.06,381.38,403.82,1.0,2.0,4.0,9.0,0.13,34.0,50.0,14.0,14.0,23.0,82.35,16.0,0
5.0,2.0,3.0,0.0,8.0,3.0,0.75,4.0,2.0,0.67,12.0,1.0,0.0,1.0,3.0,11.02,10.21,1150.01,0.04,27.0,0.1,63.89,112.59,0.33,2.0,4.0,11.0,0.43,13.0,14.0,7.0,11.0,7.0,75.0,4.0,0
3.0,0.0,6.0,0.0,4.0,2.0,0.29,2.0,1.0,0.5,6.0,1.0,0.0,1.0,3.0,12.44,9.0,1008.0,0.04,28.0,0.11,56.0,112.0,0.5,1.0,2.0,6.0,0.18,14.0,14.0,7.0,9.0,11.0,85.71,7.0,0
3.0,1.0,5.0,0.0,4.0,2.0,0.29,2.0,2.0,1.0,7.0,1.0,0.0,2.0,4.0,9.07,12.6,1439.18,0.04,30.0,0.08,79.95,114.22,0.5,1.0,2.0,7.0,0.18,14.0,16.0,5.0,9.0,11.0,71.43,7.0,0
15.0,7.0,21.0,0.0,28.0,8.0,0.35,14.0,7.0,0.88,46.0,1.0,0.0,2.0,2.0,32.65,16.07,8441.45,0.18,105.0,0.06,468.97,525.0,0.13,7.0,14.0,40.0,0.32,47.0,58.0,19.0,13.0,25.0,91.3,23.0,0
9.0,2.0,11.0,0.0,14.0,5.0,0.36,6.0,3.0,0.6,19.0,3.0,0.0,3.0,6.0,13.79,19.71,5359.67,0.09,64.0,0.05,297.76,271.87,0.6,4.0,7.0,16.0,0.25,23.0,41.0,7.0,12.0,20.0,78.57,14.0,0
3.0,1.0,3.0,8.0,4.0,2.0,0.4,2.0,2.0,1.0,7.0,1.0,0.0,2.0,2.0,9.73,9.0,788.12,0.03,23.0,0.11,43.78,87.57,0.5,1.0,2.0,7.0,0.13,10.0,13.0,5.0,9.0,16.0,84.62,5.0,0
9.0,1.0,9.0,0.0,14.0,5.0,0.45,6.0,3.0,0.6,17.0,4.0,0.0,2.0,5.0,11.21,16.0,2868.91,0.06,43.0,0.06,159.38,179.31,0.8,4.0,7.0,14.0,0.36,16.0,27.0,6.0,12.0,14.0,81.82,11.0,0
5.0,1.0,8.0,0.0,8.0,3.0,0.3,4.0,2.0,0.67,11.0,1.0,0.0,2.0,5.0,11.72,10.0,1172.07,0.04,30.0,0.1,65.11,117.21,0.33,2.0,4.0,10.0,0.21,10.0,20.0,5.0,10.0,14.0,80.0,10.0,0
17.0,2.0,34.0,0.0,32.0,9.0,0.23,16.0,3.0,0.33,36.0,3.0,0.0,6.0,3.0,24.75,23.0,13091.58,0.19,116.0,0.04,727.31,569.2,0.33,8.0,16.0,29.0,0.2,46.0,70.0,15.0,15.0,44.0,85.0,40.0,0
16.0,6.0,32.0,7.0,20.0,9.0,0.25,8.0,9.0,1.0,37.0,7.0,0.0,4.0,3.0,19.35,41.25,32929.43,0.27,150.0,0.02,1829.41,798.29,0.78,6.0,10.0,30.0,0.19,55.0,95.0,16.0,24.0,47.0,90.7,36.0,0
3.0,4.0,7.0,0.0,4.0,2.0,0.22,2.0,2.0,1.0,8.0,1.0,0.0,2.0,1.0,18.52,7.94,1169.11,0.05,33.0,0.13,64.95,147.16,0.5,1.0,2.0,8.0,0.18,11.0,22.0,9.0,13.0,11.0,77.78,9.0,0
5.0,6.0,11.0,6.0,8.0,3.0,0.25,4.0,3.0,1.0,18.0,1.0,0.0,1.0,2.0,28.19,18.79,9952.06,0.18,105.0,0.05,552.89,529.66,0.33,2.0,4.0,17.0,0.15,51.0,54.0,19.0,14.0,20.0,94.44,12.0,0
3.0,1.0,4.0,2.0,4.0,2.0,0.4,2.0,1.0,0.5,7.0,1.0,0.0,1.0,2.0,10.8,13.33,1920.0,0.05,36.0,0.08,106.67,144.0,0.5,1.0,2.0,7.0,0.22,16.0,20.0,6.0,10.0,9.0,85.71,5.0,0
13.0,2.0,16.0,0.0,24.0,7.0,0.35,12.0,7.0,1.0,26.0,7.0,1.0,4.0,6.0,14.12,29.25,12076.68,0.14,94.0,0.03,670.93,412.88,1.0,6.0,12.0,21.0,0.26,36.0,58.0,8.0,13.0,27.0,80.0,20.0,0
11.0,7.0,20.0,5.0,20.0,6.0,0.25,10.0,5.0,0.83,33.0,1.0,0.0,4.0,1.0,17.24,24.19,10090.27,0.14,85.0,0.04,560.57,417.09,0.17,5.0,10.0,29.0,0.19,37.0,48.0,13.0,17.0,31.0,86.21,24.0,0
7.0,2.0,10.0,4.0,14.0,4.0,0.33,6.0,1.0,0.25,16.0,1.0,0.0,2.0,0.0,14.89,15.4,3530.42,0.08,50.0,0.06,196.13,229.25,0.25,4.0,7.0,14.0,0.22,22.0,28.0,10.0,14.0,18.0,87.5,12.0,0
7.0,4.0,32.0,16.0,12.0,4.0,0.12,6.0,3.0,0.75,23.0,1.0,0.0,2.0,0.0,68.15,17.14,20027.63,0.39,207.0,0.06,1112.65,1168.28,0.25,3.0,6.0,21.0,0.08,80.0,127.0,35.0,15.0,52.0,96.0,34.0,0
3.0,2.0,2.0,0.0,4.0,2.0,0.67,2.0,2.0,1.0,6.0,1.0,0.0,1.0,3.0,10.99,6.4,449.97,0.02,19.0,0.16,25.0,70.31,0.5,1.0,2.0,6.0,0.29,8.0,11.0,5.0,8.0,7.0,66.67,3.0,0
7.0,3.0,21.0,1.0,12.0,4.0,0.16,6.0,4.0,1.0,17.0,4.0,1.0,4.0,5.0,22.24,20.53,9376.55,0.15,94.0,0.05,520.91,456.65,1.0,3.0,6.0,15.0,0.13,44.0,50.0,15.0,14.0,30.0,84.62,25.0,0
3.0,2.0,3.0,4.0,4.0,2.0,0.5,2.0,2.0,1.0,7.0,1.0,0.0,1.0,4.0,13.32,5.83,453.3,0.03,21.0,0.17,25.18,77.71,0.5,1.0,2.0,7.0,0.17,10.0,11.0,6.0,7.0,12.0,87.5,4.0,0
13.0,8.0,43.0,29.0,24.0,7.0,0.15,12.0,7.0,1.0,45.0,1.0,0.0,4.0,9.0,62.57,29.75,55377.85,0.62,337.0,0.03,3076.55,1861.44,0.14,6.0,12.0,40.0,0.08,136.0,201.0,32.0,14.0,86.0,94.74,47.0,0
9.0,0.0,13.0,3.0,14.0,5.0,0.33,6.0,1.0,0.2,15.0,3.0,0.0,2.0,4.0,18.91,16.35,5053.15,0.1,63.0,0.06,280.73,309.13,0.6,4.0,7.0,12.0,0.25,25.0,38.0,13.0,17.0,20.0,88.89,15.0,0
5.0,3.0,9.0,1.0,8.0,3.0,0.25,4.0,3.0,1.0,15.0,1.0,0.0,3.0,1.0,10.22,20.64,4353.75,0.07,46.0,0.05,241.87,210.91,0.33,2.0,4.0,14.0,0.2,17.0,29.0,7.0,17.0,15.0,76.92,12.0,0
3.0,3.0,4.0,0.0,4.0,2.0,0.4,2.0,2.0,1.0,8.0,1.0,0.0,1.0,4.0,14.13,8.57,1038.11,0.04,31.0,0.12,57.67,121.11,0.5,1.0,2.0,8.0,0.22,15.0,16.0,7.0,8.0,9.0,80.0,5.0,0
3.0,1.0,4.0,12.0,4.0,2.0,0.33,2.0,1.0,0.5,7.0,1.0,0.0,2.0,0.0,14.3,6.29,564.82,0.03,23.0,0.16,31.38,89.86,0.5,1.0,2.0,7.0,0.1,11.0,12.0,7.0,8.0,20.0,88.89,6.0,0
3.0,2.0,2.0,0.0,4.0,2.0,0.67,2.0,2.0,1.0,6.0,1.0,0.0,1.0,4.0,13.33,6.0,479.73,0.03,21.0,0.17,26.65,79.95,0.5,1.0,2.0,6.0,0.33,9.0,12.0,6.0,8.0,6.0,66.67,3.0,0
77.0,63.0,204.0,72.0,148.0,39.0,0.18,74.0,39.0,1.0,250.0,1.0,0.0,12.0,2.0,286.79,27.72,220367.27,2.65,1044.0,0.04,12242.63,7949.76,0.03,37.0,74.0,213.0,0.13,462.0,582.0,175.0,21.0,289.0,95.83,216.0,0
7.0,1.0,9.0,0.0,12.0,4.0,0.33,6.0,2.0,0.5,17.0,3.0,0.0,3.0,4.0,9.49,14.0,1859.68,0.04,34.0,0.07,103.32,132.83,0.75,3.0,6.0,15.0,0.27,14.0,20.0,5.0,10.0,15.0,75.0,12.0,0
3.0,3.0,5.0,19.0,4.0,2.0,0.29,2.0,2.0,1.0,7.0,1.0,0.0,2.0,0.0,19.64,5.5,594.0,0.04,27.0,0.18,33.0,108.0,0.5,1.0,2.0,7.0,0.07,11.0,16.0,8.0,8.0,28.0,92.31,7.0,0
13.0,18.0,34.0,11.0,24.0,7.0,0.19,12.0,6.0,0.86,50.0,1.0,0.0,3.0,2.0,53.48,14.0,10482.64,0.25,132.0,0.07,582.37,748.76,0.14,6.0,12.0,45.0,0.14,56.0,76.0,34.0,17.0,50.0,93.75,37.0,0
3.0,2.0,8.0,0.0,4.0,2.0,0.2,2.0,2.0,1.0,6.0,1.0,0.0,2.0,1.0,16.87,3.94,261.51,0.02,17.0,0.25,14.53,66.42,0.5,1.0,2.0,6.0,0.18,9.0,8.0,8.0,7.0,11.0,80.0,10.0,0
3.0,0.0,3.0,1.0,4.0,2.0,0.5,2.0,1.0,0.5,6.0,1.0,0.0,1.0,2.0,10.81,4.8,249.08,0.02,15.0,0.21,13.84,51.89,0.5,1.0,2.0,6.0,0.29,8.0,7.0,5.0,6.0,7.0,80.0,4.0,0
3.0,0.0,4.0,0.0,4.0,2.0,0.4,2.0,1.0,0.5,6.0,1.0,0.0,1.0,2.0,6.18,5.0,154.4,0.01,11.0,0.2,8.58,30.88,0.5,1.0,2.0,6.0,0.25,4.0,7.0,2.0,5.0,8.0,80.0,5.0,0
9.0,4.0,7.0,2.0,16.0,5.0,0.56,8.0,5.0,1.0,24.0,4.0,0.0,2.0,2.0,17.27,12.25,2591.12,0.07,45.0,0.08,143.95,211.52,0.8,4.0,8.0,21.0,0.33,21.0,24.0,12.0,14.0,15.0,81.82,9.0,0
7.0,4.0,9.0,1.0,12.0,4.0,0.33,6.0,4.0,1.0,20.0,1.0,0.0,3.0,4.0,18.47,17.0,5338.7,0.1,64.0,0.06,296.59,314.04,0.25,3.0,6.0,18.0,0.25,26.0,38.0,13.0,17.0,16.0,76.92,12.0,0
3.0,3.0,2.0,0.0,4.0,2.0,0.67,2.0,2.0,1.0,7.0,1.0,0.0,1.0,2.0,18.49,3.5,226.54,0.02,17.0,0.29,12.59,64.73,0.5,1.0,2.0,7.0,0.33,7.0,10.0,7.0,7.0,6.0,66.67,3.0,0
11.0,5.0,12.0,3.0,14.0,6.0,0.43,4.0,5.0,0.83,24.0,6.0,1.0,2.0,2.0,15.45,16.5,4205.45,0.08,60.0,0.06,233.64,254.88,1.0,5.0,7.0,20.0,0.3,24.0,36.0,8.0,11.0,20.0,88.24,14.0,0
3.0,5.0,10.0,0.0,4.0,2.0,0.18,2.0,2.0,1.0,9.0,1.0,0.0,1.0,5.0,29.37,8.65,2199.7,0.08,57.0,0.12,122.21,254.19,0.5,1.0,2.0,9.0,0.13,25.0,32.0,13.0,9.0,16.0,90.91,11.0,0
3.0,0.0,2.0,0.0,4.0,2.0,0.67,2.0,1.0,0.5,5.0,1.0,0.0,1.0,0.0,3.48,4.0,55.73,0.0,6.0,0.25,3.1,13.93,0.5,1.0,2.0,5.0,0.4,2.0,4.0,1.0,4.0,5.0,66.67,3.0,0
7.0,7.0,13.0,1.0,8.0,4.0,0.25,4.0,4.0,1.0,19.0,1.0,0.0,3.0,1.0,20.03,8.57,1471.49,0.06,42.0,0.12,81.75,171.67,0.25,2.0,4.0,17.0,0.21,12.0,30.0,7.0,10.0,19.0,82.35,16.0,0
3.0,4.0,4.0,0.0,4.0,2.0,0.4,2.0,2.0,1.0,9.0,1.0,0.0,1.0,3.0,20.22,7.5,1137.16,0.05,34.0,0.13,63.18,151.62,0.5,1.0,2.0,9.0,0.22,15.0,19.0,11.0,11.0,9.0,80.0,5.0,0
3.0,2.0,4.0,0.0,4.0,2.0,0.4,2.0,2.0,1.0,6.0,1.0,0.0,1.0,0.0,13.87,4.67,302.05,0.02,17.0,0.21,16.78,64.73,0.5,1.0,2.0,6.0,0.29,7.0,10.0,6.0,8.0,7.0,80.0,5.0,0
3.0,6.0,9.0,0.0,4.0,2.0,0.18,2.0,2.0,1.0,10.0,1.0,0.0,2.0,5.0,27.58,11.15,3430.95,0.1,68.0,0.09,190.61,307.6,0.5,1.0,2.0,10.0,0.13,29.0,39.0,13.0,10.0,15.0,81.82,11.0,0
7.0,1.0,4.0,0.0,12.0,4.0,0.8,6.0,1.0,0.25,14.0,1.0,0.0,1.0,1.0,17.74,8.67,1332.34,0.05,35.0,0.12,74.02,153.73,0.25,3.0,6.0,12.0,0.57,13.0,22.0,9.0,12.0,7.0,80.0,5.0,0
3.0,0.0,1.0,0.0,4.0,2.0,1.0,2.0,1.0,0.5,7.0,1.0,0.0,1.0,3.0,11.42,6.67,507.65,0.03,20.0,0.15,28.2,76.15,0.5,1.0,2.0,7.0,0.5,10.0,10.0,6.0,8.0,4.0,50.0,2.0,0
3.0,5.0,5.0,0.0,4.0,2.0,0.33,2.0,2.0,1.0,12.0,1.0,0.0,1.0,2.0,14.87,9.75,1413.23,0.05,33.0,0.1,78.51,144.95,0.5,1.0,2.0,12.0,0.25,12.0,21.0,8.0,13.0,8.0,83.33,6.0,0
3.0,4.0,2.0,0.0,4.0,2.0,0.67,2.0,2.0,1.0,8.0,1.0,0.0,1.0,3.0,15.13,7.43,834.75,0.04,26.0,0.13,46.37,112.37,0.5,1.0,2.0,8.0,0.4,8.0,18.0,7.0,13.0,5.0,66.67,3.0,0
3.0,3.0,3.0,0.0,4.0,2.0,0.5,2.0,2.0,1.0,7.0,1.0,0.0,1.0,2.0,10.79,7.2,559.51,0.03,21.0,0.14,31.08,77.71,0.5,1.0,2.0,7.0,0.33,9.0,12.0,5.0,8.0,6.0,75.0,4.0,0
3.0,6.0,10.0,3.0,4.0,2.0,0.17,2.0,2.0,1.0,10.0,1.0,0.0,2.0,2.0,27.32,5.46,815.7,0.05,33.0,0.18,45.32,149.28,0.5,1.0,2.0,10.0,0.13,17.0,16.0,14.0,9.0,16.0,86.67,12.0,0
15.0,8.0,23.0,10.0,20.0,8.0,0.33,6.0,6.0,0.75,38.0,6.0,0.0,1.0,2.0,36.9,17.19,10901.14,0.21,120.0,0.06,605.62,634.25,0.75,7.0,10.0,32.0,0.22,55.0,65.0,24.0,15.0,36.0,97.06,24.0,1
9.0,1.0,16.0,0.0,16.0,5.0,0.26,8.0,2.0,0.4,18.0,1.0,0.0,3.0,1.0,16.91,18.7,5913.82,0.11,72.0,0.05,328.55,316.25,0.2,4.0,8.0,15.0,0.24,34.0,38.0,10.0,11.0,21.0,84.21,19.0,0
3.0,0.0,1.0,0.0,4.0,2.0,1.0,2.0,1.0,0.5,6.0,1.0,0.0,1.0,1.0,7.92,4.0,126.8,0.01,10.0,0.25,7.04,31.7,0.5,1.0,2.0,6.0,0.4,4.0,6.0,3.0,6.0,5.0,50.0,2.0,0
